,gts,preds
6138,0,0
6139,9,9
6140,15,1
6141,0,0
6142,0,1
6143,14,14
6144,14,14
6145,0,0
6146,0,15
6147,3,3
6148,0,0
6149,8,8
6150,1,9
6151,6,6
6152,0,0
6153,3,3
6154,0,0
6155,14,14
6156,1,12
6157,1,1
6158,0,1
6159,0,0
6160,0,0
6161,0,0
6162,0,0
6163,0,8
6164,0,0
6165,9,9
6166,1,1
6167,8,0
6168,0,1
6169,8,12
6170,1,12
6171,0,8
6172,0,0
6173,0,14
6174,0,12
6175,8,4
6176,1,15
6177,8,0
6178,0,0
6179,0,0
6180,1,15
6181,10,3
6182,8,0
6183,0,0
6184,1,0
6185,8,8
6186,14,14
6187,0,0
6188,0,0
6189,2,2
6190,14,14
6191,0,6
6192,8,4
6193,0,0
6194,0,15
6195,1,1
6196,8,15
6197,6,6
6198,6,6
6199,9,1
6200,0,0
6201,0,8
6202,15,4
6203,8,0
6204,0,0
6205,1,15
6206,0,0
6207,8,0
6208,1,9
6209,1,9
6210,0,14
6211,1,1
6212,9,9
6213,0,0
6214,0,0
6215,0,0
6216,1,1
6217,1,0
6218,0,0
6219,0,1
6220,0,11
6221,1,9
6222,0,0
6223,0,0
6224,0,15
6225,0,4
6226,8,12
6227,15,8
6228,0,1
6229,0,0
6230,1,12
6231,1,1
6232,0,1
6233,0,0
6234,0,1
6235,1,1
6236,13,4
6237,8,15
6238,0,0
6239,0,0
6240,0,0
6241,14,12
6242,0,0
6243,8,8
6244,0,3
6245,1,1
6246,0,0
6247,0,15
6248,0,8
6249,8,0
6250,8,8
6251,0,0
6252,0,0
6253,0,0
6254,0,0
6255,0,0
6256,3,3
6257,0,0
6258,1,0
6259,14,14
6260,0,15
6261,0,15
6262,0,0
6263,8,11
6264,3,3
6265,0,0
6266,9,9
6267,8,6
6268,13,10
6269,2,2
6270,0,8
6271,8,1
6272,1,1
6273,0,0
6274,0,0
6275,1,0
6276,8,4
6277,0,6
6278,0,0
6279,0,1
6280,0,0
6281,0,0
6282,14,3
6283,8,4
6284,0,1
6285,0,1
6286,14,14
6287,0,0
6288,6,6
6289,0,0
6290,0,0
6291,0,0
6292,14,6
6293,3,3
6294,1,3
6295,0,4
6296,9,9
6297,9,9
6298,0,0
6299,8,0
6300,0,14
6301,0,0
6302,1,1
6303,1,15
6304,0,0
6305,1,9
6306,0,0
6307,1,1
6308,1,9
6309,0,15
6310,4,4
6311,1,9
6312,1,9
6313,0,0
6314,8,8
6315,1,1
6316,6,12
6317,0,0
6318,0,0
6319,0,0
6320,0,0
6321,0,15
6322,1,9
6323,0,0
6324,0,0
6325,0,0
6326,0,8
6327,1,0
6328,0,0
6329,8,0
6330,0,1
6331,1,8
6332,1,8
6333,1,1
6334,0,4
6335,0,0
6336,0,0
6337,0,0
6338,0,0
6339,3,3
6340,0,0
6341,0,0
6342,0,0
6343,0,0
6344,0,14
6345,2,2
6346,14,14
6347,6,6
6348,0,0
6349,0,0
6350,8,1
6351,15,4
6352,1,9
6353,0,0
6354,0,0
6355,1,15
6356,3,3
6357,0,8
6358,0,0
6359,8,8
6360,0,15
6361,0,0
6362,1,15
6363,1,0
6364,9,9
6365,3,8
6366,0,15
6367,0,0
6368,1,1
6369,2,3
6370,8,8
6371,8,12
6372,8,1
6373,0,0
6374,0,0
6375,0,0
6376,0,0
6377,14,14
6378,2,2
6379,0,15
6380,0,0
6381,0,0
6382,1,0
6383,0,3
6384,1,9
6385,8,3
6386,4,4
6387,1,1
6388,8,3
6389,14,14
6390,0,0
6391,0,15
6392,0,0
6393,0,9
6394,0,0
6395,9,9
6396,8,8
6397,0,0
6398,4,8
6399,9,15
6400,8,6
6401,14,14
6402,0,0
6403,0,0
6404,0,1
6405,0,1
6406,0,14
6407,9,9
6408,9,9
6409,1,8
6410,15,15
6411,0,15
6412,0,0
6413,0,0
6414,1,9
6415,1,9
6416,14,14
6417,1,4
6418,8,8
6419,0,0
6420,0,0
6421,3,3
6422,0,0
6423,15,15
6424,0,0
6425,0,2
6426,0,0
6427,0,0
6428,0,0
6429,0,0
6430,9,9
6431,0,0
6432,0,0
6433,0,0
6434,0,4
6435,0,0
6436,0,3
6437,0,0
6438,0,3
6439,15,9
6440,2,2
6441,15,15
6442,0,0
6443,1,1
6444,0,0
6445,0,0
6446,14,14
6447,14,14
6448,1,1
6449,0,0
6450,0,0
6451,0,0
6452,4,4
6453,1,6
6454,0,1
6455,9,9
6456,0,15
6457,1,9
6458,4,4
6459,0,0
6460,1,1
6461,3,3
6462,9,9
6463,8,3
6464,0,0
6465,0,0
6466,14,14
6467,0,15
6468,0,15
6469,0,0
6470,1,1
6471,3,3
6472,1,9
6473,0,0
6474,0,0
6475,8,12
6476,6,6
6477,4,4
6478,1,0
6479,1,15
6480,1,0
6481,0,3
6482,1,1
6483,1,9
6484,0,0
6485,9,9
6486,1,9
6487,4,4
6488,0,0
6489,2,2
6490,0,0
6491,9,9
6492,4,4
6493,0,15
6494,0,4
6495,0,0
6496,2,2
6497,0,15
6498,2,2
6499,0,0
6500,14,14
6501,11,11
6502,0,0
6503,0,0
6504,15,1
6505,0,0
6506,8,14
6507,0,14
6508,0,0
6509,0,10
6510,9,9
6511,1,9
6512,0,0
6513,0,0
6514,0,0
6515,1,1
6516,0,1
6517,8,11
6518,8,9
6519,0,0
6520,0,0
6521,2,2
6522,0,0
6523,1,9
6524,0,0
6525,0,1
6526,0,0
6527,1,9
6528,4,8
6529,0,0
6530,0,8
6531,0,1
6532,14,14
6533,8,8
6534,0,15
6535,0,0
6536,0,0
6537,0,0
6538,0,0
6539,0,10
6540,9,9
6541,0,0
6542,0,0
6543,1,9
6544,9,9
6545,0,0
6546,0,0
6547,0,0
6548,0,0
6549,0,0
6550,0,0
6551,0,0
6552,0,0
6553,0,0
6554,1,6
6555,0,0
6556,14,14
6557,9,9
6558,0,0
6559,14,6
6560,1,15
6561,9,9
6562,0,0
6563,0,0
6564,0,0
6565,0,3
6566,1,3
6567,8,3
6568,8,8
6569,1,9
6570,1,9
6571,0,4
6572,0,0
6573,0,0
6574,0,0
6575,0,0
6576,3,3
6577,0,0
6578,8,11
6579,0,8
6580,1,1
6581,0,1
6582,8,1
6583,8,0
6584,1,14
6585,1,15
6586,1,9
6587,14,14
6588,8,0
6589,9,9
6590,1,0
6591,14,14
6592,4,8
6593,1,9
6594,0,0
6595,0,0
6596,8,1
6597,1,1
6598,3,3
6599,0,0
6600,1,12
6601,13,2
6602,0,15
6603,8,8
6604,15,15
6605,0,0
6606,0,0
6607,0,0
6608,0,0
6609,9,9
6610,9,9
6611,1,9
6612,4,4
6613,0,0
6614,0,0
6615,1,0
6616,0,0
6617,1,1
6618,0,0
6619,0,15
6620,1,3
6621,3,3
6622,1,3
6623,1,1
6624,0,1
6625,0,0
6626,9,9
6627,1,12
6628,1,9
6629,0,0
6630,0,0
6631,0,0
6632,1,0
6633,1,9
6634,8,1
6635,8,15
6636,15,4
6637,1,0
6638,1,1
6639,0,0
6640,0,0
6641,0,0
6642,0,0
6643,1,1
6644,1,1
6645,1,9
6646,0,15
6647,1,9
6648,8,15
6649,14,14
6650,3,3
6651,0,0
6652,0,8
6653,1,1
6654,1,4
6655,0,8
6656,0,0
6657,0,0
6658,8,12
6659,1,3
6660,8,8
6661,0,0
6662,0,0
6663,15,15
6664,0,12
6665,0,0
6666,0,0
6667,1,9
6668,8,12
6669,0,0
6670,1,1
6671,8,1
6672,0,1
6673,14,12
6674,8,8
6675,4,4
6676,0,0
6677,0,0
6678,0,0
6679,8,0
6680,0,0
6681,0,0
6682,0,0
6683,0,0
6684,0,0
6685,0,15
6686,0,8
6687,14,6
6688,0,15
6689,3,3
6690,1,3
6691,0,0
6692,0,0
6693,8,0
6694,1,8
6695,8,8
6696,1,2
6697,6,6
6698,4,4
6699,0,0
6700,8,8
6701,8,12
6702,0,0
6703,0,0
6704,0,0
6705,0,4
6706,2,2
6707,9,9
6708,0,0
6709,0,0
6710,1,1
6711,0,1
6712,14,14
6713,0,8
6714,3,3
6715,0,0
6716,0,0
6717,0,0
6718,0,0
6719,9,1
6720,0,12
6721,3,3
6722,0,0
6723,0,0
6724,6,6
6725,0,0
6726,3,3
6727,0,1
6728,0,4
6729,0,0
6730,0,0
6731,0,4
6732,0,0
6733,0,0
6734,0,0
6735,0,0
6736,0,0
6737,15,3
6738,8,1
6739,8,8
6740,8,8
6741,0,0
6742,8,8
6743,8,12
6744,15,0
6745,0,0
6746,3,3
6747,0,0
6748,1,10
6749,1,9
6750,8,8
6751,0,8
6752,0,0
6753,0,8
6754,8,8
6755,0,0
6756,0,0
6757,0,0
6758,0,1
6759,0,4
6760,0,1
6761,0,0
6762,0,0
6763,1,1
6764,0,9
6765,1,1
6766,6,6
6767,0,0
6768,9,4
6769,4,14
6770,8,0
6771,14,12
6772,0,2
6773,0,0
6774,0,0
6775,0,4
6776,0,0
6777,0,6
6778,8,8
6779,3,3
6780,0,0
6781,0,0
6782,0,0
6783,3,3
6784,0,0
6785,14,3
6786,1,9
6787,1,9
6788,0,0
6789,4,4
6790,0,0
6791,1,0
6792,0,0
6793,3,3
6794,1,8
6795,1,1
6796,1,1
6797,1,8
6798,6,6
6799,0,0
6800,0,0
6801,0,0
6802,3,3
6803,0,8
6804,15,15
6805,2,8
6806,0,0
6807,9,3
6808,3,3
6809,0,0
6810,0,0
6811,1,1
6812,1,1
6813,8,8
6814,9,9
6815,0,0
6816,0,15
6817,0,8
6818,6,6
6819,0,0
6820,0,0
6821,0,1
6822,0,6
6823,0,0
6824,0,0
6825,0,15
6826,0,0
6827,9,9
6828,0,3
6829,0,0
6830,1,1
6831,1,0
6832,14,14
6833,8,8
6834,8,8
6835,0,4
6836,4,4
6837,0,4
6838,4,4
6839,8,14
6840,8,8
6841,0,3
6842,0,0
6843,0,0
6844,0,0
6845,0,0
6846,0,0
6847,9,15
6848,1,9
6849,0,0
6850,1,1
6851,0,0
6852,3,3
6853,3,15
6854,0,14
6855,0,8
6856,3,0
6857,0,0
6858,0,0
6859,0,1
6860,1,1
6861,0,0
6862,0,0
6863,0,1
6864,8,0
6865,8,8
6866,14,14
6867,8,8
6868,8,8
6869,1,0
6870,0,0
6871,0,0
6872,1,9
6873,1,0
6874,0,0
6875,0,0
6876,0,0
6877,8,0
6878,0,0
6879,8,6
6880,0,1
6881,0,0
6882,0,1
6883,1,1
6884,15,9
6885,0,0
6886,0,0
6887,1,15
6888,0,0
6889,1,9
6890,3,3
6891,8,8
6892,6,6
6893,0,11
6894,0,0
6895,1,1
6896,0,0
6897,1,1
6898,3,15
6899,0,0
6900,1,0
6901,6,6
6902,1,15
6903,1,9
6904,15,12
6905,1,1
6906,1,9
6907,8,8
6908,0,8
6909,6,6
6910,1,0
6911,14,6
6912,0,0
6913,15,6
6914,6,6
6915,0,0
6916,1,15
6917,1,1
6918,8,0
6919,8,8
6920,8,3
6921,1,8
6922,1,1
6923,0,0
6924,0,0
6925,0,0
6926,0,8
6927,0,0
6928,0,0
6929,1,12
6930,8,8
6931,0,0
6932,0,0
6933,1,9
6934,1,9
6935,1,3
6936,1,1
6937,0,0
6938,8,8
6939,1,0
6940,0,0
6941,0,0
6942,0,0
6943,0,0
6944,0,8
6945,0,8
6946,0,0
6947,14,14
6948,0,0
6949,0,0
6950,0,0
6951,0,0
6952,0,12
6953,15,9
6954,0,15
6955,1,1
6956,0,0
6957,0,15
6958,0,0
6959,0,6
6960,0,0
6961,0,0
6962,0,0
6963,0,0
6964,1,3
6965,0,8
6966,15,15
6967,9,9
6968,0,0
6969,4,4
6970,1,1
6971,8,0
6972,0,0
6973,8,8
6974,1,3
6975,6,6
6976,0,0
6977,8,8
6978,1,1
6979,6,11
6980,0,0
6981,0,0
6982,0,0
6983,14,6
6984,0,0
6985,0,0
6986,3,3
6987,0,14
6988,15,12
6989,2,2
6990,0,0
6991,2,2
6992,0,0
6993,0,0
6994,9,9
6995,0,0
6996,8,8
6997,0,0
6998,0,15
6999,0,4
7000,0,0
7001,0,0
7002,0,4
7003,0,0
7004,0,0
7005,1,9
7006,0,3
7007,1,3
7008,1,1
7009,1,15
7010,0,1
7011,0,0
7012,1,0
7013,8,12
7014,0,0
7015,0,0
7016,0,8
7017,15,12
7018,0,0
7019,9,6
7020,15,15
7021,0,2
7022,0,0
7023,2,2
7024,8,11
7025,1,8
7026,0,10
7027,0,0
7028,0,9
7029,1,9
7030,0,0
7031,8,12
7032,3,0
7033,0,4
7034,6,6
7035,1,0
7036,0,0
7037,0,0
7038,0,0
7039,0,0
7040,0,0
7041,6,6
7042,0,0
7043,0,0
7044,0,0
7045,8,8
7046,8,1
7047,0,0
7048,0,0
7049,0,0
7050,0,0
7051,0,0
7052,0,0
7053,0,0
7054,1,1
7055,8,0
7056,8,8
7057,15,15
7058,0,0
7059,6,6
7060,8,8
7061,14,14
7062,8,8
7063,6,11
7064,6,6
7065,1,4
7066,3,3
7067,3,3
7068,0,0
7069,0,0
7070,8,3
7071,8,6
7072,0,8
7073,3,3
7074,0,0
7075,13,2
7076,0,0
7077,1,12
7078,0,4
7079,14,14
7080,0,14
7081,0,0
7082,0,0
7083,0,14
7084,0,0
7085,0,0
7086,0,0
7087,0,8
7088,1,9
7089,0,0
7090,0,0
7091,1,0
7092,3,12
7093,0,0
7094,0,1
7095,0,0
7096,0,0
7097,1,8
7098,1,4
7099,6,6
7100,0,0
7101,8,8
7102,0,0
7103,1,1
7104,14,14
7105,8,4
7106,1,4
7107,8,8
7108,1,15
7109,0,0
7110,0,4
7111,0,0
7112,0,0
7113,0,0
7114,8,8
7115,0,10
7116,0,0
7117,15,0
7118,6,6
7119,0,0
7120,0,0
7121,0,0
7122,8,8
7123,2,2
7124,15,6
7125,0,0
7126,15,15
7127,15,15
7128,0,4
7129,0,4
7130,6,12
7131,0,4
7132,0,0
7133,0,0
7134,8,0
7135,0,0
7136,0,0
7137,0,0
7138,1,3
7139,8,4
7140,0,0
7141,0,0
7142,6,6
7143,0,0
7144,0,0
7145,0,0
7146,0,0
7147,1,4
7148,2,11
7149,8,0
7150,0,6
7151,0,0
7152,8,8
7153,8,8
7154,0,0
7155,0,0
7156,0,4
7157,0,4
7158,1,9
7159,0,0
7160,0,0
7161,0,0
7162,8,8
7163,8,0
7164,15,15
7165,0,0
7166,3,3
7167,0,8
7168,1,15
7169,0,0
7170,0,0
7171,1,1
7172,3,3
7173,1,9
7174,8,8
7175,0,0
7176,0,4
7177,0,15
7178,0,0
7179,0,0
7180,0,0
7181,9,10
7182,0,4
7183,4,4
7184,0,11
7185,1,1
7186,8,4
7187,0,0
7188,0,0
7189,0,0
7190,0,11
7191,2,2
7192,0,0
7193,0,0
7194,0,8
7195,0,12
7196,0,8
7197,8,8
7198,0,14
7199,0,0
7200,0,15
7201,9,8
7202,8,4
7203,8,15
7204,0,0
7205,0,0
7206,1,0
7207,8,4
7208,8,0
7209,0,0
7210,15,15
7211,0,0
7212,0,0
7213,8,0
7214,8,8
7215,8,8
7216,15,6
7217,0,0
7218,0,0
7219,0,0
7220,0,8
7221,8,8
7222,0,8
7223,1,1
7224,0,8
7225,0,0
7226,6,6
7227,0,0
7228,2,2
7229,0,0
7230,0,0
7231,8,8
7232,0,0
7233,6,6
7234,8,8
7235,1,3
7236,8,2
7237,9,9
7238,0,0
7239,0,4
7240,8,8
7241,0,1
7242,13,0
7243,1,8
7244,0,0
7245,1,9
7246,0,8
7247,0,6
7248,8,4
7249,8,8
7250,1,8
7251,8,8
7252,0,15
7253,0,0
7254,0,0
7255,0,0
7256,8,8
7257,6,6
7258,0,0
7259,0,4
7260,8,0
7261,0,0
7262,4,4
7263,1,9
7264,8,12
7265,0,12
7266,8,8
7267,3,3
7268,8,8
7269,0,0
7270,0,0
7271,0,0
7272,0,0
7273,0,0
7274,1,1
7275,8,4
7276,0,1
7277,0,0
7278,0,1
7279,0,8
7280,1,11
7281,0,4
7282,0,4
7283,0,0
7284,0,0
7285,8,8
7286,0,0
7287,0,0
7288,0,0
7289,8,4
7290,8,8
7291,0,0
7292,0,0
7293,8,0
7294,3,3
7295,0,0
7296,6,6
7297,0,0
7298,8,0
7299,0,8
7300,4,4
7301,1,12
7302,8,8
7303,1,1
7304,9,1
7305,0,0
7306,8,8
7307,0,0
7308,0,0
7309,0,0
7310,0,0
7311,8,0
7312,0,8
7313,1,0
7314,8,4
7315,8,8
7316,6,6
7317,0,0
7318,1,1
7319,8,8
7320,1,1
7321,1,0
7322,1,3
7323,0,4
7324,0,0
7325,0,0
7326,8,0
7327,0,0
7328,8,8
7329,0,0
7330,0,0
7331,0,0
7332,0,0
7333,0,0
7334,0,0
7335,15,6
7336,0,0
7337,0,0
7338,0,0
7339,0,0
7340,0,0
7341,0,0
7342,2,2
7343,8,8
7344,8,4
7345,15,3
7346,0,0
7347,2,4
7348,0,8
7349,0,6
7350,0,0
7351,0,0
7352,0,0
7353,0,0
7354,0,4
7355,0,4
7356,0,4
7357,2,2
7358,0,0
7359,0,0
7360,0,0
7361,0,1
7362,3,4
7363,8,0
7364,8,8
7365,8,8
7366,0,0
7367,4,4
7368,0,0
7369,0,0
7370,9,1
7371,0,0
7372,0,0
7373,0,1
7374,1,12
7375,0,0
7376,4,4
7377,0,0
7378,0,0
7379,15,0
7380,8,0
7381,0,8
7382,1,1
7383,1,0
7384,0,0
7385,0,0
7386,1,15
7387,0,0
7388,8,8
7389,0,0
7390,0,0
7391,0,0
7392,8,8
7393,8,8
7394,0,0
7395,0,0
7396,0,0
7397,0,0
7398,0,3
7399,8,8
7400,0,12
7401,0,0
7402,2,11
7403,0,0
7404,0,6
7405,1,12
7406,8,4
7407,8,8
7408,0,3
7409,0,10
7410,0,0
7411,1,1
7412,0,0
7413,1,0
7414,0,0
7415,0,0
7416,1,1
7417,0,0
7418,0,4
7419,0,0
7420,0,0
7421,1,0
7422,14,12
7423,8,8
7424,0,0
7425,2,0
7426,0,0
7427,0,0
7428,0,0
7429,8,8
7430,0,8
7431,0,8
7432,1,0
7433,0,0
7434,0,0
7435,0,0
7436,8,8
7437,1,8
7438,1,1
7439,0,0
7440,0,0
7441,0,6
7442,0,1
7443,3,3
7444,8,0
7445,1,1
7446,0,1
7447,1,0
7448,0,0
7449,0,0
7450,0,0
7451,1,0
7452,1,12
7453,9,9
7454,0,0
7455,0,0
7456,3,3
7457,0,0
7458,0,4
7459,0,3
7460,0,0
7461,9,1
7462,0,0
7463,0,0
7464,0,0
7465,1,0
7466,0,0
7467,1,6
7468,0,8
7469,0,4
7470,0,0
7471,0,0
7472,0,0
7473,0,0
7474,0,0
7475,0,4
7476,0,15
7477,3,4
7478,0,0
7479,0,0
7480,0,4
7481,0,0
7482,1,9
7483,8,12
7484,0,0
7485,4,8
7486,0,0
7487,3,3
7488,8,6
7489,0,3
7490,0,6
7491,0,0
7492,0,0
7493,0,0
7494,8,0
7495,0,0
7496,15,15
7497,0,8
7498,0,0
7499,1,0
7500,2,10
7501,8,6
7502,0,8
7503,1,0
7504,1,8
7505,0,0
7506,1,1
7507,8,8
7508,8,8
7509,0,0
7510,0,0
7511,0,0
7512,0,0
7513,1,8
7514,9,9
7515,1,1
7516,0,0
7517,0,15
7518,8,0
7519,0,0
7520,0,0
7521,0,0
7522,0,0
7523,0,0
7524,0,0
7525,0,0
7526,0,4
7527,0,0
7528,0,0
7529,1,8
7530,0,0
7531,0,0
7532,0,4
7533,0,0
7534,0,0
7535,3,3
7536,0,8
7537,0,0
7538,0,0
7539,1,1
7540,1,9
7541,0,0
7542,1,9
7543,0,0
7544,4,4
7545,0,0
7546,0,4
7547,0,0
7548,0,0
7549,0,1
7550,0,1
7551,0,0
7552,3,3
7553,0,15
7554,3,3
7555,8,8
7556,0,0
7557,1,0
7558,0,4
7559,0,0
7560,0,4
7561,1,1
7562,1,1
7563,0,0
7564,1,1
7565,0,0
7566,0,0
7567,0,0
7568,0,0
7569,3,15
7570,9,9
7571,8,1
7572,0,8
7573,0,8
7574,0,0
7575,0,0
7576,0,0
7577,15,15
7578,8,8
7579,0,0
7580,4,4
7581,0,0
7582,0,0
7583,0,0
7584,1,0
7585,3,3
7586,0,0
7587,0,0
7588,0,0
7589,0,0
7590,0,0
7591,0,0
7592,0,0
7593,3,3
7594,3,3
7595,0,8
7596,8,0
7597,0,0
7598,6,6
7599,1,1
7600,0,0
7601,3,15
7602,11,11
7603,0,15
7604,15,4
7605,0,0
7606,0,0
7607,0,6
7608,0,8
7609,0,8
7610,0,0
7611,0,0
7612,0,0
7613,0,0
7614,0,0
7615,1,0
7616,0,0
7617,3,3
7618,0,0
7619,8,4
7620,0,0
7621,0,0
7622,0,0
7623,0,0
7624,0,0
7625,0,0
7626,0,0
7627,0,0
7628,0,4
7629,9,9
7630,0,12
7631,0,8
7632,0,0
7633,0,0
7634,0,0
7635,0,0
7636,0,0
7637,0,0
7638,0,8
7639,0,4
7640,1,8
7641,1,1
7642,0,0
7643,0,0
7644,15,15
7645,0,0
7646,0,3
7647,4,4
7648,1,0
7649,0,8
7650,0,0
7651,0,0
7652,0,0
7653,1,1
7654,0,1
7655,1,9
7656,0,0
7657,3,4
7658,0,4
7659,8,0
7660,1,1
7661,1,8
7662,0,8
7663,4,4
7664,3,3
7665,4,4
7666,0,4
7667,0,0
7668,0,0
7669,0,0
7670,15,3
7671,0,0
7672,0,0
7673,0,0
7674,0,0
7675,0,0
7676,0,0
7677,0,0
7678,0,0
7679,0,0
7680,0,0
7681,0,0
7682,0,0
7683,0,0
7684,0,1
7685,0,0
7686,0,0
7687,0,0
7688,0,0
7689,0,4
7690,8,0
7691,8,6
7692,0,1
7693,8,8
7694,0,0
7695,0,0
7696,4,4
7697,13,3
7698,1,1
7699,1,9
7700,8,0
7701,0,0
7702,0,1
7703,0,15
7704,0,0
7705,0,8
7706,0,0
7707,3,15
7708,0,8
7709,0,0
7710,0,8
7711,0,8
7712,8,4
7713,1,8
7714,8,0
7715,0,0
7716,3,3
7717,14,6
7718,1,1
7719,0,0
7720,0,0
7721,0,0
7722,0,4
7723,4,4
7724,0,3
7725,0,0
7726,0,0
7727,0,6
7728,0,0
7729,1,0
7730,6,6
7731,0,8
7732,8,8
7733,0,0
7734,0,0
7735,0,0
7736,0,15
7737,0,11
7738,1,8
7739,8,8
7740,0,0
7741,0,0
7742,0,4
7743,0,8
7744,0,0
7745,0,0
7746,0,0
7747,8,8
7748,0,0
7749,1,12
7750,1,9
7751,0,15
7752,0,1
7753,0,0
7754,0,0
7755,0,0
7756,0,3
7757,0,0
7758,0,0
7759,8,8
7760,1,1
7761,8,0
7762,0,4
7763,8,8
7764,0,0
7765,1,3
7766,0,0
7767,0,0
7768,0,0
7769,0,0
7770,0,0
7771,8,8
7772,8,8
7773,0,0
7774,0,0
7775,0,0
7776,0,0
7777,0,15
7778,0,0
7779,0,3
7780,8,8
7781,0,0
7782,14,12
7783,0,8
7784,8,4
7785,0,0
7786,1,0
7787,0,0
7788,0,8
7789,3,3
7790,0,0
7791,0,0
7792,0,15
7793,0,0
7794,0,0
7795,0,0
7796,1,8
7797,8,0
7798,0,0
7799,0,0
7800,8,8
7801,0,0
7802,0,0
7803,0,0
7804,8,8
7805,0,0
7806,2,2
7807,0,0
7808,0,0
7809,0,4
7810,1,1
7811,1,8
7812,0,0
7813,0,0
7814,0,0
7815,0,0
7816,0,8
7817,0,0
7818,1,11
7819,4,4
7820,0,15
7821,11,8
7822,1,0
7823,0,0
7824,0,0
7825,0,0
7826,1,1
7827,0,1
7828,1,1
7829,0,0
7830,8,0
7831,0,0
7832,0,4
7833,0,0
7834,0,0
7835,0,0
7836,0,0
7837,8,8
7838,0,0
7839,0,0
7840,0,0
7841,8,8
7842,0,15
7843,15,3
7844,0,0
7845,0,0
7846,0,0
7847,0,0
7848,0,0
7849,4,4
7850,0,0
7851,0,0
7852,0,0
7853,8,8
7854,0,0
7855,0,6
7856,0,8
7857,1,9
7858,0,0
7859,0,0
7860,0,0
7861,1,3
7862,8,0
7863,8,0
7864,8,1
7865,9,9
7866,0,0
7867,0,1
7868,0,0
7869,0,0
7870,1,0
7871,0,14
7872,8,8
7873,0,0
7874,0,0
7875,8,0
7876,0,0
7877,0,0
7878,0,0
7879,0,0
7880,3,4
7881,0,0
7882,0,15
7883,0,0
7884,0,0
7885,8,9
7886,0,0
7887,8,4
7888,0,8
7889,0,0
7890,0,0
7891,1,0
7892,0,0
7893,8,4
7894,1,8
7895,8,8
7896,13,10
7897,8,0
7898,0,0
7899,0,0
7900,1,8
7901,1,9
7902,4,4
7903,3,4
7904,0,0
7905,0,0
7906,3,4
7907,13,0
7908,4,4
7909,0,0
7910,0,4
7911,0,0
7912,0,0
7913,0,0
7914,8,8
7915,0,0
7916,0,8
7917,8,8
7918,0,0
7919,0,0
7920,0,0
7921,0,0
7922,8,8
7923,8,8
7924,0,4
7925,0,0
7926,0,0
7927,1,12
7928,0,2
7929,0,0
7930,0,0
7931,14,14
7932,0,0
7933,0,0
7934,1,1
7935,0,0
7936,0,15
7937,13,10
7938,0,0
7939,0,4
7940,0,0
7941,0,0
7942,0,0
7943,0,0
7944,0,0
7945,2,2
7946,1,1
7947,0,0
7948,0,15
7949,0,0
7950,0,0
7951,0,0
7952,0,0
7953,0,0
7954,0,8
7955,0,0
7956,0,8
7957,1,9
7958,1,8
7959,1,9
7960,0,0
7961,0,0
7962,0,0
7963,0,0
7964,0,0
7965,3,3
7966,0,0
7967,0,4
7968,0,0
7969,11,11
7970,0,0
7971,0,4
7972,9,9
7973,0,8
7974,0,8
7975,1,8
7976,0,0
7977,0,4
7978,0,0
7979,0,14
7980,0,4
7981,0,0
7982,0,0
7983,0,0
7984,0,0
7985,0,0
7986,0,0
7987,0,15
7988,0,0
7989,1,8
7990,0,0
7991,0,0
7992,1,9
7993,0,0
7994,0,0
7995,13,0
7996,0,0
7997,8,4
7998,1,9
7999,0,0
8000,0,8
8001,0,0
8002,0,0
8003,0,4
8004,0,0
8005,0,0
8006,15,9
8007,0,0
8008,4,8
8009,0,0
8010,0,0
8011,0,0
8012,0,0
8013,0,0
8014,4,4
8015,2,2
8016,0,0
8017,0,0
8018,0,0
8019,0,0
8020,8,0
8021,0,12
8022,0,8
8023,0,0
8024,0,0
8025,0,0
8026,1,15
8027,15,15
8028,0,0
8029,0,0
8030,0,0
8031,0,0
8032,0,11
8033,8,8
8034,3,0
8035,0,0
8036,0,0
8037,8,0
8038,0,15
8039,0,0
8040,9,9
8041,0,0
8042,13,0
8043,0,4
8044,0,0
8045,0,0
8046,0,12
8047,8,4
8048,0,0
8049,0,8
8050,0,8
8051,0,0
8052,1,1
8053,0,0
8054,0,0
8055,0,0
8056,3,3
8057,2,2
8058,0,0
8059,0,0
8060,15,15
8061,0,1
8062,0,0
8063,8,8
8064,0,8
8065,0,0
8066,0,0
8067,0,0
8068,0,0
8069,0,0
8070,0,0
8071,0,0
8072,0,0
8073,0,0
8074,1,1
8075,0,0
8076,0,15
8077,8,4
8078,0,0
8079,1,0
8080,8,8
8081,0,8
8082,0,0
8083,0,0
8084,0,0
8085,0,8
8086,0,0
8087,0,0
8088,0,0
8089,8,11
8090,8,8
8091,0,0
8092,0,0
8093,0,0
8094,0,0
8095,0,8
8096,8,8
8097,0,0
8098,1,9
8099,0,0
8100,0,0
8101,8,0
8102,0,0
8103,0,0
8104,0,0
8105,0,0
8106,14,14
8107,0,0
8108,0,0
8109,0,1
8110,14,14
8111,0,0
8112,0,14
8113,0,0
8114,0,0
8115,0,0
8116,0,0
8117,0,8
8118,0,0
8119,0,0
8120,0,11
8121,0,0
8122,0,0
8123,0,0
8124,0,0
8125,8,4
8126,8,8
8127,0,0
8128,0,0
8129,0,0
8130,0,0
8131,0,12
8132,4,4
8133,0,0
8134,0,0
8135,2,2
8136,0,0
